%lambda_um,n,k  FASnI3 pure film: Ghimire et al. AIP Adv 7 075108 (2017); eps1+eps2>1.7eV from Fig2, eps2 onset<1.7eV from Fig3A (both pixel-traced); edge validated vs alpha=4000/cm at 1.40 eV
0.300000,2.03655,0.707187
0.305000,1.99640,0.752282
0.310000,2.02644,0.763140
0.315000,2.03142,0.775760
0.320000,2.03484,0.782208
0.325000,2.01891,0.790176
0.330000,2.01454,0.787082
0.335000,2.01169,0.773955
0.340000,2.00688,0.762476
0.345000,2.00542,0.759750
0.350000,2.00504,0.759800
0.355000,2.00594,0.763217
0.360000,2.00954,0.773636
0.365000,2.01452,0.787415
0.370000,2.01877,0.799141
0.375000,2.02577,0.817543
0.380000,2.03434,0.839369
0.385000,2.04048,0.854916
0.390000,2.04672,0.870472
0.395000,2.05531,0.891183
0.400000,2.06434,0.912506
0.405000,2.06877,0.923144
0.410000,2.08057,0.949906
0.415000,2.09014,0.971296
0.420000,2.09515,0.982606
0.425000,2.10468,1.003313
0.430000,2.11643,1.028246
0.435000,2.12098,1.038088
0.440000,2.12903,1.054931
0.445000,2.14226,1.081852
0.450000,2.14817,1.093944
0.455000,2.17212,1.140681
0.460000,2.17675,1.149883
0.465000,2.19174,1.178400
0.470000,2.19037,1.176238
0.475000,2.16834,1.207024
0.480000,2.19729,1.209719
0.485000,2.22382,1.213306
0.490000,2.24653,1.222210
0.495000,2.25585,1.228653
0.500000,2.27894,1.231082
0.505000,2.33077,1.216548
0.510000,2.35873,1.210504
0.515000,2.40865,1.193232
0.520000,2.43657,1.185872
0.525000,2.46394,1.177602
0.530000,2.48572,1.170411
0.535000,2.51783,1.160030
0.540000,2.54414,1.150553
0.545000,2.56307,1.142705
0.550000,2.59193,1.130868
0.555000,2.61703,1.119532
0.560000,2.63940,1.108499
0.565000,2.67089,1.090910
0.570000,2.69236,1.077522
0.575000,2.71390,1.061623
0.580000,2.74476,1.034621
0.585000,2.75937,1.018966
0.590000,2.77793,1.000735
0.595000,2.80010,0.973716
0.600000,2.81044,0.953253
0.605000,2.81787,0.935969
0.610000,2.86386,0.903062
0.615000,2.90853,0.868225
0.620000,2.91443,0.843481
0.625000,2.91645,0.826613
0.630000,2.91607,0.802521
0.635000,2.91261,0.788951
0.640000,2.91237,0.770201
0.645000,2.91590,0.746703
0.650000,2.91913,0.731108
0.655000,2.92460,0.704550
0.660000,2.92995,0.682210
0.665000,2.93324,0.668243
0.670000,2.93650,0.652833
0.675000,2.94043,0.635022
0.680000,2.94528,0.613535
0.685000,2.94806,0.591589
0.690000,2.95207,0.572433
0.695000,2.95408,0.552079
0.700000,2.95705,0.535646
0.705000,2.95905,0.514984
0.710000,2.96087,0.494664
0.715000,2.96110,0.472944
0.720000,2.95913,0.451009
0.725000,2.95375,0.426301
0.730000,2.91976,0.079238
0.735000,2.91407,0.079392
0.740000,2.90967,0.079512
0.745000,2.90653,0.079598
0.750000,2.90255,0.079708
0.755000,2.89859,0.079816
0.760000,2.89409,0.079941
0.765000,2.88594,0.080166
0.770000,2.87859,0.080371
0.775000,2.87154,0.080568
0.780000,2.86161,0.080848
0.785000,2.85504,0.081034
0.790000,2.84974,0.081185
0.795000,2.83751,0.081534
0.800000,2.82885,0.081784
0.805000,2.82456,0.081908
0.810000,2.81399,0.082216
0.815000,2.80730,0.082412
0.820000,2.80536,0.082469
0.825000,2.79712,0.082712
0.830000,2.78770,0.082991
0.835000,2.78548,0.083057
0.840000,2.77744,0.083298
0.845000,2.76879,0.083558
0.850000,2.76716,0.083607
0.855000,2.76370,0.081584
0.860000,2.75959,0.073597
0.865000,2.75730,0.066582
0.870000,2.75580,0.054783
0.875000,2.75179,0.042069
0.880000,2.74856,0.029715
0.885000,2.74642,0.019052
0.890000,2.74099,0.011238
0.895000,2.73891,0.008220
0.900000,2.73636,0.003477
0.905000,2.73259,0.003473
0.910000,2.72880,0.003469
0.915000,2.72564,0.003464
0.920000,2.72077,0.003462
0.925000,2.71711,0.003458
0.930000,2.71534,0.003451
0.935000,2.71351,0.003445
0.940000,2.71154,0.003439
0.945000,2.71077,0.003432
0.950000,2.70964,0.003425
0.955000,2.70825,0.000000
0.960000,2.70773,0.000000
0.965000,2.70700,0.000000
0.970000,2.70627,0.000000
0.975000,2.70573,0.000000
0.980000,2.70409,0.000000
0.985000,2.70231,0.000000
0.990000,2.70066,0.000000
0.995000,2.69828,0.000000
1.000000,2.69552,0.000000
1.005000,2.69269,0.000000
1.010000,2.69014,0.000000
1.015000,2.68527,0.000000
1.020000,2.68023,0.000000
1.025000,2.67456,0.000000
1.030000,2.66879,0.000000
1.035000,2.66330,0.000000
1.040000,2.65650,0.000000
1.045000,2.65159,0.000000
1.050000,2.64671,0.000000
1.055000,2.64189,0.000000
1.060000,2.63712,0.000000
1.065000,2.63238,0.000000
1.070000,2.62771,0.000000
1.075000,2.62240,0.000000
1.080000,2.61670,0.000000
1.085000,2.61103,0.000000
1.090000,2.60588,0.000000
1.095000,2.59938,0.000000
1.100000,2.59239,0.000000
1.105000,2.58562,0.000000
1.110000,2.58017,0.000000
1.115000,2.57542,0.000000
1.120000,2.57016,0.000000
1.125000,2.56550,0.000000
1.130000,2.56148,0.000000
1.135000,2.55869,0.000000
1.140000,2.55647,0.000000
1.145000,2.55499,0.000000
1.150000,2.55410,0.000000
1.155000,2.55252,0.000000
1.160000,2.54922,0.000000
1.165000,2.54355,0.000000
1.170000,2.53794,0.000000
1.175000,2.53145,0.000000
1.180000,2.52621,0.000000
1.185000,2.52092,0.000000
1.190000,2.51452,0.000000
1.195000,2.50715,0.000000
1.200000,2.50121,0.000000
1.205000,2.49891,0.000000
1.210000,2.49775,0.000000
1.215000,2.49836,0.000000
1.220000,2.49821,0.000000
1.225000,2.49503,0.000000
1.230000,2.48959,0.000000
1.235000,2.48549,0.000000
1.240000,2.48259,0.000000
1.245000,2.47941,0.000000
1.250000,2.47635,0.000000
1.255000,2.47362,0.000000
1.260000,2.46937,0.000000
1.265000,2.46416,0.000000
1.270000,2.45995,0.000000
1.275000,2.45901,0.000000
1.280000,2.45817,0.000000
1.285000,2.45733,0.000000
1.290000,2.45758,0.000000
1.295000,2.45751,0.000000
1.300000,2.45561,0.000000
